book-imbalance-0.2-5-1,mid_price,timestamp
-1114.27,37639700.0,2022-05-19 00:01:00.195251
-588.909,37636300.0,2022-05-19 00:01:01.195236
-2116.44,37637100.0,2022-05-19 00:01:02.195276
-3359.86,37619000.0,2022-05-19 00:01:03.195236
-1624.48,37636600.0,2022-05-19 00:01:04.195181
-3084.7,37638800.0,2022-05-19 00:01:05.195172
-3271.84,37638800.0,2022-05-19 00:01:06.195167
-3023.67,37639100.0,2022-05-19 00:01:07.195284
-3359.86,37619000.0,2022-05-19 00:01:08.195293
-3124.23,37640400.0,2022-05-19 00:01:09.195319
-3359.86,37619000.0,2022-05-19 00:01:10.195311
-2736.77,37641400.0,2022-05-19 00:01:11.195332
-2736.77,37641400.0,2022-05-19 00:01:12.195241
-3359.86,37619000.0,2022-05-19 00:01:13.195203
-3359.86,37619000.0,2022-05-19 00:01:14.195418
-218.733,37631000.0,2022-05-19 00:01:15.195401
127.036,37631000.0,2022-05-19 00:01:16.195351
127.036,37631000.0,2022-05-19 00:01:17.195349
-1270.25,37636600.0,2022-05-19 00:01:18.195280
-1270.25,37636600.0,2022-05-19 00:01:19.195249
-1388.99,37632900.0,2022-05-19 00:01:20.195246
-1825.3,37634800.0,2022-05-19 00:01:21.195329
-1825.3,37634800.0,2022-05-19 00:01:22.195286
-3359.86,37619000.0,2022-05-19 00:01:23.195264
-692.097,37634100.0,2022-05-19 00:01:24.195315
-735.576,37634600.0,2022-05-19 00:01:25.195352
-3359.86,37619000.0,2022-05-19 00:01:26.195239
-1207.75,37629100.0,2022-05-19 00:01:27.195198
-2072.84,37629100.0,2022-05-19 00:01:28.195172
-1345.89,37628100.0,2022-05-19 00:01:29.195186
-784.703,37625700.0,2022-05-19 00:01:30.195216
-3359.86,37619000.0,2022-05-19 00:01:31.195206
-1014.66,37625200.0,2022-05-19 00:01:32.195215
-1014.66,37625200.0,2022-05-19 00:01:33.195382
-2127.62,37621600.0,2022-05-19 00:01:34.195360
-3127.8,37618200.0,2022-05-19 00:01:35.195150
-3487.99,37617100.0,2022-05-19 00:01:36.195374
-3487.99,37617100.0,2022-05-19 00:01:37.195334
-2982.74,37615800.0,2022-05-19 00:01:38.195187
-2742.35,37614700.0,2022-05-19 00:01:39.195230
-2518.68,37612500.0,2022-05-19 00:01:40.195404
-1404.27,37609600.0,2022-05-19 00:01:41.195298
-1820.56,37609300.0,2022-05-19 00:01:42.195183
-2301.43,37603900.0,2022-05-19 00:01:43.195245
-1565.75,37605800.0,2022-05-19 00:01:44.195423
-3359.86,37619000.0,2022-05-19 00:01:45.195365
-2325.68,37606700.0,2022-05-19 00:01:46.195332
-870.651,37603600.0,2022-05-19 00:01:47.195393
-843.873,37603700.0,2022-05-19 00:01:48.195367
-1962.28,37605400.0,2022-05-19 00:01:49.195225
-2349.33,37605300.0,2022-05-19 00:01:50.195211
-1682.41,37609000.0,2022-05-19 00:01:51.195261
-1534.68,37609400.0,2022-05-19 00:01:52.195240
-3359.86,37619000.0,2022-05-19 00:01:53.195232
-2117.37,37607900.0,2022-05-19 00:01:54.195222
-2435.16,37606300.0,2022-05-19 00:01:55.195327
-3470.65,37606500.0,2022-05-19 00:01:56.195399
-1626.38,37596000.0,2022-05-19 00:01:57.195385
-610.764,37596200.0,2022-05-19 00:01:58.195186
-610.764,37596200.0,2022-05-19 00:01:59.195233
-3359.86,37619000.0,2022-05-19 00:02:00.195183
-1682.36,37598800.0,2022-05-19 00:02:01.195199
-1523.45,37600000.0,2022-05-19 00:02:02.195246
-1668.41,37597700.0,2022-05-19 00:02:03.195255
-1528.06,37597600.0,2022-05-19 00:02:04.195297
-1660.73,37596500.0,2022-05-19 00:02:05.195302
-1260.07,37596800.0,2022-05-19 00:02:06.195295
-3359.86,37619000.0,2022-05-19 00:02:07.195181
-1004.76,37596400.0,2022-05-19 00:02:08.195307
-1345.4,37598400.0,2022-05-19 00:02:09.195336
-1411.47,37598400.0,2022-05-19 00:02:10.195234
-3359.86,37619000.0,2022-05-19 00:02:11.195287
-927.546,37594900.0,2022-05-19 00:02:12.195214
-647.731,37587400.0,2022-05-19 00:02:13.195254
-1048.67,37588700.0,2022-05-19 00:02:14.195274
-703.705,37587400.0,2022-05-19 00:02:15.195323
-548.14,37587400.0,2022-05-19 00:02:16.195220
-2455.41,37591500.0,2022-05-19 00:02:17.195274
-2444.4,37591500.0,2022-05-19 00:02:18.195213
-3009.27,37594700.0,2022-05-19 00:02:19.195198
-1249.56,37589900.0,2022-05-19 00:02:20.195207
-1355.38,37591700.0,2022-05-19 00:02:21.195327
-799.138,37595900.0,2022-05-19 00:02:22.195383
-1199.08,37595600.0,2022-05-19 00:02:23.195246
-1183.11,37595600.0,2022-05-19 00:02:24.195325
-1269.31,37591300.0,2022-05-19 00:02:25.195368
-1100.09,37587800.0,2022-05-19 00:02:26.195219
-1584.93,37589300.0,2022-05-19 00:02:27.195237
-3359.86,37619000.0,2022-05-19 00:02:28.195283
-3120.66,37591000.0,2022-05-19 00:02:29.195256
-2383.74,37592100.0,2022-05-19 00:02:30.195165
-3359.86,37619000.0,2022-05-19 00:02:31.195273
-1331.03,37590000.0,2022-05-19 00:02:32.195257
-1269.05,37589500.0,2022-05-19 00:02:33.195242
-1449.82,37588800.0,2022-05-19 00:02:34.195293
-653.632,37589900.0,2022-05-19 00:02:35.195239
-1337.26,37592100.0,2022-05-19 00:02:36.195190
-1601.69,37592100.0,2022-05-19 00:02:37.195247
-1497.15,37591100.0,2022-05-19 00:02:38.195215
-796.867,37591100.0,2022-05-19 00:02:39.195234
-496.821,37589500.0,2022-05-19 00:02:40.195240
-3359.86,37619000.0,2022-05-19 00:02:41.195358
-1016.23,37588100.0,2022-05-19 00:02:42.195489
-891.357,37586300.0,2022-05-19 00:02:43.195441
-346.326,37587000.0,2022-05-19 00:02:44.195246
-215.422,37587000.0,2022-05-19 00:02:45.195217
-772.804,37585700.0,2022-05-19 00:02:46.195200
-133.047,37585100.0,2022-05-19 00:02:47.195291
236.626,37585100.0,2022-05-19 00:02:48.195201
608.62,37587900.0,2022-05-19 00:02:49.195222
-3359.86,37619000.0,2022-05-19 00:02:50.195210
-313.841,37584300.0,2022-05-19 00:02:51.195206
-1236.71,37581900.0,2022-05-19 00:02:52.195225
-1497.29,37580700.0,2022-05-19 00:02:53.195197
-1376.96,37579800.0,2022-05-19 00:02:54.195243
-1690.0,37580500.0,2022-05-19 00:02:55.195365
-1897.7,37578200.0,2022-05-19 00:02:56.195266
-1897.7,37578200.0,2022-05-19 00:02:57.195308
-2329.54,37571000.0,2022-05-19 00:02:58.195355
-317.251,37572900.0,2022-05-19 00:02:59.195220
-2165.02,37570000.0,2022-05-19 00:03:00.195221
-667.628,37571600.0,2022-05-19 00:03:01.195234
-1919.0,37569600.0,2022-05-19 00:03:02.195250
-810.289,37574100.0,2022-05-19 00:03:03.195213
-699.89,37571100.0,2022-05-19 00:03:04.195208
-3359.86,37619000.0,2022-05-19 00:03:05.195202
888.287,37572000.0,2022-05-19 00:03:06.195301
-3359.86,37619000.0,2022-05-19 00:03:07.195238
93.6923,37581200.0,2022-05-19 00:03:08.195177
204.94,37580300.0,2022-05-19 00:03:09.195190
547.745,37579500.0,2022-05-19 00:03:10.195160
304.762,37583200.0,2022-05-19 00:03:11.195209
548.8,37581800.0,2022-05-19 00:03:12.195300
328.12,37582600.0,2022-05-19 00:03:13.195277
298.549,37582300.0,2022-05-19 00:03:14.195257
-257.516,37580400.0,2022-05-19 00:03:15.195379
-50.5415,37579800.0,2022-05-19 00:03:16.195325
-3359.86,37619000.0,2022-05-19 00:03:17.195216
72.5212,37581300.0,2022-05-19 00:03:18.195242
-332.137,37581200.0,2022-05-19 00:03:19.195322
-175.666,37581100.0,2022-05-19 00:03:20.195237
-993.615,37572400.0,2022-05-19 00:03:21.195179
-109.355,37572200.0,2022-05-19 00:03:22.195346
895.303,37573800.0,2022-05-19 00:03:23.195332
660.534,37577400.0,2022-05-19 00:03:24.195229
-784.26,37578600.0,2022-05-19 00:03:25.195285
-643.156,37579800.0,2022-05-19 00:03:26.195264
-556.323,37581200.0,2022-05-19 00:03:27.195209
-627.163,37580400.0,2022-05-19 00:03:28.195262
-3359.86,37619000.0,2022-05-19 00:03:29.195273
-270.584,37580800.0,2022-05-19 00:03:30.195259
-3359.86,37619000.0,2022-05-19 00:03:31.195356
121.426,37581000.0,2022-05-19 00:03:32.195272
-3359.86,37619000.0,2022-05-19 00:03:33.195175
-3359.86,37619000.0,2022-05-19 00:03:34.195191
769.207,37579100.0,2022-05-19 00:03:35.195195
769.207,37579100.0,2022-05-19 00:03:36.195177
671.652,37577100.0,2022-05-19 00:03:37.195271
671.652,37577100.0,2022-05-19 00:03:38.195339
918.306,37579200.0,2022-05-19 00:03:39.195238
918.306,37579200.0,2022-05-19 00:03:40.195176
397.658,37580600.0,2022-05-19 00:03:41.195223
-3359.86,37619000.0,2022-05-19 00:03:42.195347
938.577,37582400.0,2022-05-19 00:03:43.195388
938.577,37582400.0,2022-05-19 00:03:44.195270
1483.0,37580100.0,2022-05-19 00:03:45.195248
-3359.86,37619000.0,2022-05-19 00:03:46.195289
-580.34,37572400.0,2022-05-19 00:03:47.195220
-1018.42,37570100.0,2022-05-19 00:03:48.195303
-3359.86,37619000.0,2022-05-19 00:03:49.195180
-1829.02,37572500.0,2022-05-19 00:03:50.195166
-1900.01,37573600.0,2022-05-19 00:03:51.195213
-1722.82,37574300.0,2022-05-19 00:03:52.195202
-3359.86,37619000.0,2022-05-19 00:03:53.195216
-2034.72,37570900.0,2022-05-19 00:03:54.195241
34.9116,37567700.0,2022-05-19 00:03:55.195245
-698.447,37570200.0,2022-05-19 00:03:56.195200
-3359.86,37619000.0,2022-05-19 00:03:57.195198
548.738,37576900.0,2022-05-19 00:03:58.195209
564.342,37577900.0,2022-05-19 00:03:59.195271
409.33,37577900.0,2022-05-19 00:04:00.195348
-77.1612,37580200.0,2022-05-19 00:04:01.195220
223.601,37580900.0,2022-05-19 00:04:02.195321
445.439,37584200.0,2022-05-19 00:04:03.195258
-121.136,37583600.0,2022-05-19 00:04:04.195288
59.4038,37581400.0,2022-05-19 00:04:05.195250
-166.591,37578700.0,2022-05-19 00:04:06.195281
330.661,37577000.0,2022-05-19 00:04:07.195256
-1125.13,37569500.0,2022-05-19 00:04:08.195274
-3359.86,37619000.0,2022-05-19 00:04:09.195256
-1358.24,37567600.0,2022-05-19 00:04:10.195224
-881.141,37569600.0,2022-05-19 00:04:11.195235
-952.211,37570000.0,2022-05-19 00:04:12.195209
-1223.68,37568100.0,2022-05-19 00:04:13.195247
-1195.68,37569700.0,2022-05-19 00:04:14.195241
-1226.21,37568300.0,2022-05-19 00:04:15.195278
-1553.05,37568100.0,2022-05-19 00:04:16.195337
-803.177,37568200.0,2022-05-19 00:04:17.195327
-1480.51,37565900.0,2022-05-19 00:04:18.195273
-3359.86,37619000.0,2022-05-19 00:04:19.195279
-1602.06,37564600.0,2022-05-19 00:04:20.195222
-1456.41,37563800.0,2022-05-19 00:04:21.195199
-493.973,37562500.0,2022-05-19 00:04:22.195192
-615.539,37564200.0,2022-05-19 00:04:23.195207
-3359.86,37619000.0,2022-05-19 00:04:24.195322
909.6,37572000.0,2022-05-19 00:04:25.195329
1048.4,37580700.0,2022-05-19 00:04:26.195346
-3359.86,37619000.0,2022-05-19 00:04:27.195255
106.727,37573300.0,2022-05-19 00:04:28.195186
260.579,37573200.0,2022-05-19 00:04:29.195154
30.7297,37574900.0,2022-05-19 00:04:30.195254
305.519,37573300.0,2022-05-19 00:04:31.195372
210.159,37572200.0,2022-05-19 00:04:32.195270
-961.46,37568500.0,2022-05-19 00:04:33.195231
-1521.23,37569500.0,2022-05-19 00:04:34.195186
-1172.23,37565000.0,2022-05-19 00:04:35.195314
-1492.73,37562600.0,2022-05-19 00:04:36.195350
-2067.86,37568100.0,2022-05-19 00:04:37.195256
-1706.75,37568100.0,2022-05-19 00:04:38.195214
547.909,37567600.0,2022-05-19 00:04:39.195235
-196.801,37570700.0,2022-05-19 00:04:40.195262
-758.123,37566100.0,2022-05-19 00:04:41.195231
-881.609,37566600.0,2022-05-19 00:04:42.195225
-1238.63,37564700.0,2022-05-19 00:04:43.195235
-403.975,37566700.0,2022-05-19 00:04:44.195256
-1271.38,37563800.0,2022-05-19 00:04:45.195334
-314.239,37560300.0,2022-05-19 00:04:46.195442
-427.134,37561200.0,2022-05-19 00:04:47.195275
-191.022,37563800.0,2022-05-19 00:04:48.195298
1060.56,37557400.0,2022-05-19 00:04:49.195319
1463.67,37577200.0,2022-05-19 00:04:50.195249
2307.54,37580500.0,2022-05-19 00:04:51.195187
3561.63,37582100.0,2022-05-19 00:04:52.195193
3015.13,37583700.0,2022-05-19 00:04:53.195237
2327.78,37580300.0,2022-05-19 00:04:54.195293
1521.19,37580500.0,2022-05-19 00:04:55.195349
1752.06,37571900.0,2022-05-19 00:04:56.195257
-106.633,37569100.0,2022-05-19 00:04:57.195245
-1593.39,37574000.0,2022-05-19 00:04:58.195249
-531.255,37575200.0,2022-05-19 00:04:59.195172
-371.815,37576300.0,2022-05-19 00:05:00.195233
-156.837,37574500.0,2022-05-19 00:05:01.195196
-183.724,37574500.0,2022-05-19 00:05:02.195287
-3359.86,37619000.0,2022-05-19 00:05:03.195201
-3359.86,37619000.0,2022-05-19 00:05:04.195234
1864.78,37576000.0,2022-05-19 00:05:05.195247
1187.88,37577700.0,2022-05-19 00:05:06.195228
2179.6,37578300.0,2022-05-19 00:05:07.195470
2173.66,37577600.0,2022-05-19 00:05:08.195409
1922.1,37575100.0,2022-05-19 00:05:09.195256
-3359.86,37619000.0,2022-05-19 00:05:10.195270
2592.88,37576000.0,2022-05-19 00:05:11.195242
2065.71,37575100.0,2022-05-19 00:05:12.195242
726.754,37569900.0,2022-05-19 00:05:13.195243
758.726,37569900.0,2022-05-19 00:05:14.195234
-297.243,37566700.0,2022-05-19 00:05:15.195181
-607.88,37566100.0,2022-05-19 00:05:16.195257
-200.402,37568200.0,2022-05-19 00:05:17.195233
234.463,37568200.0,2022-05-19 00:05:18.195231
-221.833,37569300.0,2022-05-19 00:05:19.195224
155.702,37570100.0,2022-05-19 00:05:20.195280
135.973,37573400.0,2022-05-19 00:05:21.195240
3066.05,37567200.0,2022-05-19 00:05:22.195291
2227.75,37573100.0,2022-05-19 00:05:23.195275
-3359.86,37619000.0,2022-05-19 00:05:24.195239
43.1925,37572200.0,2022-05-19 00:05:25.195298
4188.67,37578100.0,2022-05-19 00:05:26.195244
3378.54,37578200.0,2022-05-19 00:05:27.195250
3560.57,37573900.0,2022-05-19 00:05:28.195244
3764.47,37571700.0,2022-05-19 00:05:29.195295
2803.05,37571200.0,2022-05-19 00:05:30.195233
2474.74,37573000.0,2022-05-19 00:05:31.195365
2311.05,37571600.0,2022-05-19 00:05:32.195331
572.935,37572200.0,2022-05-19 00:05:33.195176
-443.108,37568400.0,2022-05-19 00:05:34.195185
-3359.86,37619000.0,2022-05-19 00:05:35.195186
-865.061,37568500.0,2022-05-19 00:05:36.195199
-1908.5,37575900.0,2022-05-19 00:05:37.195245
-1666.53,37576100.0,2022-05-19 00:05:38.195201
479.186,37576100.0,2022-05-19 00:05:39.195324
-688.246,37579300.0,2022-05-19 00:05:40.195317
-750.131,37578300.0,2022-05-19 00:05:41.195277
701.979,37576700.0,2022-05-19 00:05:42.195260
-1158.4,37578700.0,2022-05-19 00:05:43.195257
-442.724,37580200.0,2022-05-19 00:05:44.195272
-242.586,37577800.0,2022-05-19 00:05:45.195247
1305.1,37576400.0,2022-05-19 00:05:46.195249
566.49,37574700.0,2022-05-19 00:05:47.195210
246.986,37575800.0,2022-05-19 00:05:48.195247
-336.553,37578700.0,2022-05-19 00:05:49.195243
-245.132,37578100.0,2022-05-19 00:05:50.195235
69.7605,37577700.0,2022-05-19 00:05:51.195185
1723.01,37575800.0,2022-05-19 00:05:52.195188
1338.09,37578400.0,2022-05-19 00:05:53.195237
1291.45,37578400.0,2022-05-19 00:05:54.195295
-3359.86,37619000.0,2022-05-19 00:05:55.195180
771.995,37581400.0,2022-05-19 00:05:56.195257
918.519,37577500.0,2022-05-19 00:05:57.195230
473.347,37577000.0,2022-05-19 00:05:58.195220
-3359.86,37619000.0,2022-05-19 00:05:59.195182
473.347,37577000.0,2022-05-19 00:06:00.195186
917.281,37574200.0,2022-05-19 00:06:01.195394
2011.08,37571400.0,2022-05-19 00:06:02.195454
1877.26,37574300.0,2022-05-19 00:06:03.195309
1994.11,37570000.0,2022-05-19 00:06:04.195221
1640.91,37567100.0,2022-05-19 00:06:05.195372
1143.03,37567300.0,2022-05-19 00:06:06.195301
990.192,37567800.0,2022-05-19 00:06:07.195253
1714.78,37572000.0,2022-05-19 00:06:08.195171
1949.8,37572700.0,2022-05-19 00:06:09.195341
1949.8,37572700.0,2022-05-19 00:06:10.195358
-647.883,37576600.0,2022-05-19 00:06:11.195258
810.184,37575800.0,2022-05-19 00:06:12.195195
-547.552,37573000.0,2022-05-19 00:06:13.195258
-547.552,37573000.0,2022-05-19 00:06:14.195284
-1895.33,37571300.0,2022-05-19 00:06:15.195250
-1912.62,37569400.0,2022-05-19 00:06:16.195221
430.074,37570800.0,2022-05-19 00:06:17.195375
602.021,37571100.0,2022-05-19 00:06:18.195316
2726.14,37572400.0,2022-05-19 00:06:19.195410
3409.31,37572400.0,2022-05-19 00:06:20.195301
3210.5,37572500.0,2022-05-19 00:06:21.195320
981.47,37567600.0,2022-05-19 00:06:22.195323
1131.81,37571200.0,2022-05-19 00:06:23.195158
3306.55,37572900.0,2022-05-19 00:06:24.195168
293.481,37569500.0,2022-05-19 00:06:25.195189
-37.7988,37570200.0,2022-05-19 00:06:26.195217
2393.7,37570500.0,2022-05-19 00:06:27.195252
2412.98,37570500.0,2022-05-19 00:06:28.195227
0.345708,37570200.0,2022-05-19 00:06:29.195366
0.345708,37570200.0,2022-05-19 00:06:30.195428
0.345708,37570200.0,2022-05-19 00:06:31.195298
-182.577,37570200.0,2022-05-19 00:06:32.195222
2478.71,37572500.0,2022-05-19 00:06:33.195198
2929.64,37570600.0,2022-05-19 00:06:34.195210
2929.64,37570600.0,2022-05-19 00:06:35.195204
-3359.86,37619000.0,2022-05-19 00:06:36.195174
2674.6,37572000.0,2022-05-19 00:06:37.195180
2743.44,37571700.0,2022-05-19 00:06:38.195239
2375.69,37572000.0,2022-05-19 00:06:39.195221
2456.82,37572000.0,2022-05-19 00:06:40.195219
577.265,37570800.0,2022-05-19 00:06:41.195358
-3359.86,37619000.0,2022-05-19 00:06:42.195303
2408.16,37571900.0,2022-05-19 00:06:43.195239
2408.16,37571900.0,2022-05-19 00:06:44.195262
-3359.86,37619000.0,2022-05-19 00:06:45.195299
2515.56,37575100.0,2022-05-19 00:06:46.195204
2380.52,37574200.0,2022-05-19 00:06:47.195351
-648.165,37569700.0,2022-05-19 00:06:48.195304
-140.498,37569000.0,2022-05-19 00:06:49.195390
430.932,37569000.0,2022-05-19 00:06:50.195292
430.932,37569000.0,2022-05-19 00:06:51.195216
2419.87,37571500.0,2022-05-19 00:06:52.195292
2652.62,37572400.0,2022-05-19 00:06:53.195233
2750.55,37573200.0,2022-05-19 00:06:54.195209
3098.6,37571500.0,2022-05-19 00:06:55.195240
254.994,37567500.0,2022-05-19 00:06:56.195310
1525.37,37568200.0,2022-05-19 00:06:57.195288
776.984,37570600.0,2022-05-19 00:06:58.195368
438.622,37570400.0,2022-05-19 00:06:59.195278
237.492,37569400.0,2022-05-19 00:07:00.195354
496.033,37570200.0,2022-05-19 00:07:01.195294
-2093.94,37555000.0,2022-05-19 00:07:02.195219
-1157.03,37556300.0,2022-05-19 00:07:03.195253
-3359.86,37619000.0,2022-05-19 00:07:04.195260
551.003,37554700.0,2022-05-19 00:07:05.195226
891.162,37557300.0,2022-05-19 00:07:06.195170
-3359.86,37619000.0,2022-05-19 00:07:07.195163
1157.61,37558700.0,2022-05-19 00:07:08.195172
868.838,37558000.0,2022-05-19 00:07:09.195191
1166.98,37557800.0,2022-05-19 00:07:10.195248
624.269,37558200.0,2022-05-19 00:07:11.195267
1048.07,37550500.0,2022-05-19 00:07:12.195355
256.469,37550600.0,2022-05-19 00:07:13.195430
-3359.86,37619000.0,2022-05-19 00:07:14.195355
-4.79382,37549000.0,2022-05-19 00:07:15.195226
-45.0868,37549900.0,2022-05-19 00:07:16.195289
198.102,37551800.0,2022-05-19 00:07:17.195227
120.693,37552400.0,2022-05-19 00:07:18.195260
43.2999,37550700.0,2022-05-19 00:07:19.195268
219.072,37550700.0,2022-05-19 00:07:20.195248
219.072,37550700.0,2022-05-19 00:07:21.195262
-3359.86,37619000.0,2022-05-19 00:07:22.195340
-1615.83,37550800.0,2022-05-19 00:07:23.195387
-421.318,37547800.0,2022-05-19 00:07:24.195434
430.607,37544800.0,2022-05-19 00:07:25.195338
-326.618,37543600.0,2022-05-19 00:07:26.195371
-531.03,37544000.0,2022-05-19 00:07:27.195379
-803.316,37542200.0,2022-05-19 00:07:28.195231
-1003.24,37544300.0,2022-05-19 00:07:29.195300
-1781.26,37549500.0,2022-05-19 00:07:30.195300
-1781.26,37549500.0,2022-05-19 00:07:31.195215
-1609.14,37552000.0,2022-05-19 00:07:32.195267
-1324.25,37550900.0,2022-05-19 00:07:33.195274
-1662.08,37550000.0,2022-05-19 00:07:34.195223
-1138.53,37549400.0,2022-05-19 00:07:35.195268
-155.826,37550900.0,2022-05-19 00:07:36.195234
-555.343,37550000.0,2022-05-19 00:07:37.195217
-3359.86,37619000.0,2022-05-19 00:07:38.195221
76.1265,37545600.0,2022-05-19 00:07:39.195141
-3359.86,37619000.0,2022-05-19 00:07:40.195194
-85.2664,37547100.0,2022-05-19 00:07:41.195246
178.597,37546900.0,2022-05-19 00:07:42.195217
643.661,37545800.0,2022-05-19 00:07:43.195178
649.382,37544600.0,2022-05-19 00:07:44.195322
649.382,37544600.0,2022-05-19 00:07:45.195414
710.901,37544600.0,2022-05-19 00:07:46.195437
710.901,37544600.0,2022-05-19 00:07:47.195411
-146.722,37545900.0,2022-05-19 00:07:48.195407
-115.256,37545900.0,2022-05-19 00:07:49.195308
-3359.86,37619000.0,2022-05-19 00:07:50.195304
-3359.86,37619000.0,2022-05-19 00:07:51.195323
-3359.86,37619000.0,2022-05-19 00:07:52.195281
-3359.86,37619000.0,2022-05-19 00:07:53.195227
-1325.96,37540800.0,2022-05-19 00:07:54.195259
-2889.83,37541800.0,2022-05-19 00:07:55.195269
-1764.67,37539400.0,2022-05-19 00:07:56.195425
-953.317,37539200.0,2022-05-19 00:07:57.195366
-3359.86,37619000.0,2022-05-19 00:07:58.195249
-1545.55,37538900.0,2022-05-19 00:07:59.195258
-1510.55,37539000.0,2022-05-19 00:08:00.195240
-1510.55,37539000.0,2022-05-19 00:08:01.195381
-1544.16,37539300.0,2022-05-19 00:08:02.195293
-1491.88,37539300.0,2022-05-19 00:08:03.195266
-1491.88,37539300.0,2022-05-19 00:08:04.195297
-3359.86,37619000.0,2022-05-19 00:08:05.195320
-878.309,37532100.0,2022-05-19 00:08:06.195221
-1106.07,37528800.0,2022-05-19 00:08:07.195201
-2508.47,37529900.0,2022-05-19 00:08:08.195316
-3080.59,37532200.0,2022-05-19 00:08:09.195211
-2954.39,37535800.0,2022-05-19 00:08:10.195223
-3374.62,37536600.0,2022-05-19 00:08:11.195331
-3455.19,37533500.0,2022-05-19 00:08:12.195238
-3484.45,37533600.0,2022-05-19 00:08:13.195173
-2867.68,37527500.0,2022-05-19 00:08:14.195248
-1781.15,37526200.0,2022-05-19 00:08:15.195354
-1142.42,37529500.0,2022-05-19 00:08:16.195335
-1140.99,37529500.0,2022-05-19 00:08:17.195289
-1330.38,37527300.0,2022-05-19 00:08:18.195307
-2394.13,37523400.0,2022-05-19 00:08:19.195323
-2385.97,37523400.0,2022-05-19 00:08:20.195283
-28.4617,37525600.0,2022-05-19 00:08:21.195248
-3359.86,37619000.0,2022-05-19 00:08:22.195211
-120.175,37524400.0,2022-05-19 00:08:23.195183
204.348,37521600.0,2022-05-19 00:08:24.195157
-1142.56,37517400.0,2022-05-19 00:08:25.195315
-331.516,37515900.0,2022-05-19 00:08:26.195280
-992.16,37514200.0,2022-05-19 00:08:27.195211
467.087,37511900.0,2022-05-19 00:08:28.195167
-1049.3,37511600.0,2022-05-19 00:08:29.195197
-3359.86,37619000.0,2022-05-19 00:08:30.195223
